Date,Adj Close,Close,High,Low,Open,Volume
2019-01-02 00:00:00+00:00,52.54352951049805,52.73400115966797,53.03950119018555,51.26399993896485,51.36000061035156,31868000
2019-01-03 00:00:00+00:00,51.08829879760742,51.27349853515625,53.3129997253418,51.118499755859375,52.53350067138672,41960000
2019-01-04 00:00:00+00:00,53.70880126953125,53.90349960327149,54.0,51.84299850463867,52.12799835205078,46022000
2019-01-07 00:00:00+00:00,53.601688385009766,53.79600143432617,54.1349983215332,53.13199996948242,54.04850006103516,47446000
2019-01-08 00:00:00+00:00,54.07248306274414,54.26850128173828,54.66749954223633,53.41749954223633,54.29999923706055,35414000
2019-01-09 00:00:00+00:00,53.88715362548828,54.08250045776367,54.58200073242188,53.71849822998047,54.39950180053711,26998000
2019-01-10 00:00:00+00:00,53.74666595458984,53.94150161743164,53.990501403808594,53.23400115966797,53.74700164794922,26598000
2019-01-11 00:00:00+00:00,53.03125762939453,53.2234992980957,53.66849899291992,52.82149887084961,53.494998931884766,30864000
2019-01-14 00:00:00+00:00,52.38559722900391,52.57550048828125,52.92250061035156,52.4275016784668,52.66699981689453,28490000
2019-01-15 00:00:00+00:00,54.129276275634766,54.32550048828125,54.41350173950195,52.72200012207031,52.9005012512207,37518000
2019-01-16 00:00:00+00:00,54.27873229980469,54.47549819946289,55.11800003051758,54.4005012512207,54.5,38280000
2019-01-17 00:00:00+00:00,54.75750350952149,54.95600128173828,55.03499984741211,54.16299819946289,54.39950180053711,24896000
2019-01-18 00:00:00+00:00,55.16502380371094,55.3650016784668,55.900001525878906,54.9640007019043,55.429500579833984,44892000
2019-01-22 00:00:00+00:00,53.736698150634766,53.93149948120117,54.94850158691406,53.54449844360352,54.79999923706055,39632000
2019-01-23 00:00:00+00:00,54.024658203125,54.22050094604492,54.647499084472656,53.37850189208984,54.34299850463867,25194000
2019-01-24 00:00:00+00:00,54.00423049926758,54.20000076293945,54.400001525878906,53.5009994506836,54.1254997253418,29114000
2019-01-25 00:00:00+00:00,54.87656784057617,55.07550048828125,55.167999267578125,54.59000015258789,54.71149826049805,23260000
2019-01-28 00:00:00+00:00,53.797977447509766,53.99300003051758,54.66849899291992,53.730499267578125,54.50350189208984,29334000
2019-01-29 00:00:00+00:00,53.30974960327149,53.50299835205078,54.23649978637695,53.30099868774414,54.05199813842773,19704000
2019-01-30 00:00:00+00:00,54.70120620727539,54.89950180053711,54.97600173950195,53.83200073242188,53.86800003051758,29452000
2019-01-31 00:00:00+00:00,56.09116363525391,56.29449844360352,56.38349914550781,55.26250076293945,55.61199951171875,40232000
2019-02-01 00:00:00+00:00,55.72897720336914,55.930999755859375,56.720001220703125,55.712501525878906,56.11449813842773,33116000
2019-02-04 00:00:00+00:00,56.86486053466797,57.07099914550781,57.117000579833984,55.8754997253418,55.95050048828125,78408000
2019-02-05 00:00:00+00:00,57.38546752929688,57.59349822998047,57.63850021362305,56.18000030517578,56.48149871826172,82296000
2019-02-06 00:00:00+00:00,55.941707611083984,56.14450073242188,57.70000076293945,55.917999267578125,57.4635009765625,48256000
2019-02-07 00:00:00+00:00,55.09577560424805,55.295501708984375,55.5994987487793,54.679500579833984,55.59099960327149,38298000
2019-02-08 00:00:00+00:00,54.9199104309082,55.11899948120117,55.255001068115234,54.71200180053711,54.74399948120117,21766000
2019-02-11 00:00:00+00:00,54.906959533691406,55.10599899291992,55.67150115966797,55.0,55.1875,18498000
2019-02-12 00:00:00+00:00,56.17536163330078,56.37900161743164,56.64300155639648,55.55049896240234,55.55049896240234,35036000
2019-02-13 00:00:00+00:00,56.22766876220703,56.43149948120117,57.14250183105469,56.29999923706055,56.652000427246094,28042000
2019-02-14 00:00:00+00:00,56.25606918334961,56.459999084472656,56.80649948120117,55.85449981689453,56.25,21106000
