Open,High,Low,Close,Adj Close,Volume,Date
24.885000228881836,25.469999313354492,24.64900016784668,25.35099983215332,21.249956130981445,30346000,2019-01-02
24.45599937438965,24.65399932861328,23.033000946044922,23.09600067138672,19.35975456237793,68580000,2019-01-03
23.429000854492188,23.645000457763672,23.16699981689453,23.322999954223633,19.550031661987305,54248000,2019-01-04
23.364999771118164,24.02400016784668,23.076000213623047,23.79800033569336,19.94818878173828,53433000,2019-01-07
24.01099967956543,24.190000534057617,23.336999893188477,23.60700035095215,19.788087844848633,36795000,2019-01-08
23.841999053955078,24.667999267578125,23.78499984741211,24.628000259399414,20.6439151763916,52971000,2019-01-09
24.55699920654297,25.05699920654297,24.43600082397461,24.95199966430664,20.915502548217773,29594000,2019-01-10
24.94300079345703,25.29199981689453,24.93199920654297,25.05699920654297,21.003515243530273,20158000,2019-01-11
24.81100082397461,25.158000946044922,24.59000015258789,25.086999893188477,21.02866554260254,25498000,2019-01-14
25.275999069213867,26.222000122070312,25.201000213623047,25.64900016784668,21.499753952026367,39247000,2019-01-15
25.719999313354492,25.735000610351562,25.13599967956543,25.170000076293945,21.098237991333008,24484000,2019-01-16
25.006000518798828,25.735000610351562,24.871999740600586,25.533000946044922,21.402517318725586,35154000,2019-01-17
25.913000106811523,26.194000244140625,25.700000762939453,26.082000732421875,21.86270523071289,34634000,2019-01-18
25.799999237060547,25.945999145507812,25.489999771118164,25.82900047302246,21.650630950927734,37156000,2019-01-22
25.95400047302246,26.090999603271484,25.364999771118164,25.75200080871582,21.586088180541992,31771000,2019-01-23
26.108999252319336,26.674999237060547,26.0,26.354999542236328,22.09153938293457,35999000,2019-01-24
26.517000198364258,26.83099937438965,26.090999603271484,26.79400062561035,22.459522247314453,30333000,2019-01-25
26.1560001373291,26.885000228881836,25.864999771118164,26.761999130249023,22.432701110839844,31320000,2019-01-28
26.735000610351562,26.760000228881836,26.382999420166016,26.631999969482422,22.323728561401367,27870000,2019-01-29
27.0,27.375,26.73699951171875,27.082000732421875,22.70093536376953,28727000,2019-01-30
27.055999755859375,27.100000381469727,26.635000228881836,26.825000762939453,22.485509872436523,21063000,2019-01-31
26.915000915527344,26.959999084472656,26.48900032043457,26.680999755859375,22.36480140686035,22878000,2019-02-01
26.75,27.214000701904297,26.4950008392334,27.211999893188477,22.809906005859375,20761000,2019-02-04
27.195999145507812,27.46299934387207,26.990999221801758,27.0,22.632198333740234,22619000,2019-02-05
27.32699966430664,28.0,27.274999618530273,27.621000289916992,23.152738571166992,27064000,2019-02-06
27.285999298095703,27.457000732421875,26.6299991607666,26.909000396728516,22.555917739868164,28646000,2019-02-07
26.732999801635742,27.429000854492188,26.70599937438965,27.4060001373291,22.97252082824707,23903000,2019-02-08
27.440000534057617,27.600000381469727,27.327999114990234,27.57200050354004,23.11166763305664,18012000,2019-02-11
27.864999771118164,28.038999557495117,27.70599937438965,27.93899917602539,23.419296264648438,19809000,2019-02-12
28.0,28.215999603271484,27.797000885009766,28.131999969482422,23.581079483032227,19190000,2019-02-13
28.059999465942383,28.284000396728516,27.895000457763672,28.149999618530273,23.596166610717773,16015000,2019-02-14
28.409000396728516,28.409000396728516,27.878999710083008,28.19300079345703,23.6322078704834,17352000,2019-02-15
28.114999771118164,28.283000946044922,28.014999389648438,28.166000366210938,23.609577178955078,15152000,2019-02-19
28.325000762939453,28.663000106811523,28.22800064086914,28.341999053955078,23.757099151611328,16150000,2019-02-20
28.323999404907227,28.334999084472656,27.89299964904785,28.0939998626709,23.549224853515625,13254000,2019-02-21
27.9950008392334,28.0,27.465999603271484,27.649999618530273,23.177043914794922,27225000,2019-02-22
28.077999114990234,28.08300018310547,27.847999572753906,27.860000610351562,23.353076934814453,19245000,2019-02-25
27.792999267578125,27.801000595092773,27.44499969482422,27.5,23.051315307617188,27211000,2019-02-26
27.32200050354004,27.510000228881836,26.95800018310547,27.14900016784668,22.757097244262695,29146000,2019-02-27
26.996999740600586,27.570999145507812,26.863000869750977,27.535999298095703,23.08148956298828,31460000,2019-02-28
27.773000717163086,27.81599998474121,27.113000869750977,27.274999618530273,22.86271095275879,19035000,2019-03-01
27.5,27.658000946044922,27.086000442504883,27.48900032043457,23.04209327697754,17382000,2019-03-04
27.549999237060547,28.04400062561035,27.452999114990234,27.701000213623047,23.219802856445312,21699000,2019-03-05
27.666000366210938,27.69300079345703,27.04800033569336,27.135000228881836,22.745357513427734,19973000,2019-03-06
27.01799964904785,27.033000946044922,26.408000946044922,26.551000595092773,22.255836486816406,25411000,2019-03-07
26.1560001373291,26.47599983215332,25.920000076293945,26.41900062561035,22.145191192626953,22167000,2019-03-08
26.48900032043457,27.05500030517578,26.405000686645508,26.9060001373291,22.553403854370117,27161000,2019-03-11
26.97599983215332,27.003000259399414,26.427000045776367,26.96299934387207,22.60118293762207,23324000,2019-03-12
27.051000595092773,27.308000564575195,26.902000427246094,27.121000289916992,22.733623504638672,32089000,2019-03-13
27.208999633789062,27.22599983215332,26.788999557495117,26.81999969482422,22.4813175201416,43094000,2019-03-14
28.645999908447266,29.954999923706055,28.350000381469727,29.02899932861328,24.33296775817871,144066000,2019-03-15
29.023000717163086,29.697999954223633,29.020999908447266,29.384000778198242,24.63054084777832,56746000,2019-03-18
29.416000366210938,30.097999572753906,29.410999298095703,29.930999755859375,25.089054107666016,51556000,2019-03-19
29.799999237060547,29.899999618530273,29.02899932861328,29.10300064086914,24.612913131713867,41263000,2019-03-20
29.187999725341797,29.937000274658203,29.100000381469727,29.68000030517578,25.100889205932617,27379000,2019-03-21
29.591999053955078,29.643999099731445,29.139999389648438,29.264999389648438,24.749916076660156,23307000,2019-03-22
29.219999313354492,29.417999267578125,28.899999618530273,29.215999603271484,24.708477020263672,23878000,2019-03-25
29.437000274658203,29.94700050354004,29.42300033569336,29.702999114990234,25.12034034729004,28009000,2019-03-26
29.756999969482422,29.868000030517578,29.246000289916992,29.597000122070312,25.030691146850586,21862000,2019-03-27
29.711000442504883,30.329999923706055,29.566999435424805,29.906999588012695,25.292871475219727,33030000,2019-03-28
30.121999740600586,30.267000198364258,29.827999114990234,30.070999145507812,25.431564331054688,24493000,2019-03-29
30.31100082397461,30.674999237060547,29.975000381469727,30.57900047302246,25.86119270324707,27040000,2019-04-01
30.615999221801758,30.735000610351562,30.26099967956543,30.30500030517578,25.629459381103516,22857000,2019-04-02
30.621999740600586,30.739999771118164,30.18199920654297,30.420000076293945,25.726720809936523,22266000,2019-04-03
30.475000381469727,30.600000381469727,30.16699981689453,30.200000762939453,25.540664672851562,15228000,2019-04-04
30.399999618530273,30.444000244140625,30.18000030517578,30.42799949645996,25.733489990234375,18875000,2019-04-05
30.413999557495117,30.530000686645508,30.200000762939453,30.447999954223633,25.750402450561523,13899000,2019-04-08
30.257999420166016,30.410999298095703,30.02899932861328,30.344999313354492,25.663291931152344,11621000,2019-04-09
30.360000610351562,30.777000427246094,30.299999237060547,30.750999450683594,26.00665283203125,14992000,2019-04-10
30.815000534057617,31.018999099731445,30.62299919128418,30.94099998474121,26.167333602905273,16669000,2019-04-11
31.135000228881836,31.743999481201172,31.05699920654297,31.702999114990234,26.811777114868164,30087000,2019-04-12
31.702999114990234,31.75200080871582,31.316999435424805,31.639999389648438,26.75849723815918,16216000,2019-04-15
32.0,32.000999450683594,31.610000610351562,31.850000381469727,26.936098098754883,21116000,2019-04-16
32.02399826049805,32.09400177001953,31.784000396728516,32.053001403808594,27.107776641845703,18138000,2019-04-17
